longitude, latitude, altitude, speed, course, date, time, satellites, AcX, AcY, AcZ, Tmp, GyX, GyY, GyZ
-122.317390,47.663387,252.0,2.3,182.9,90817,9445100,8,628,-2104,12468,21.72,-8711,2477,1604
-122.317390,47.663379,251.3,2.2,179.5,90817,9445200,8,2920,-552,13764,21.72,-10288,3258,-1668
-122.317382,47.663372,250.7,2.1,171.3,90817,9445300,8,2052,3960,16940,21.68,-3581,-680,-3246
-122.317382,47.663372,249.3,2.0,169.1,90817,9445400,8,4584,3156,20160,21.68,-1281,1953,-457
-122.317375,47.663368,248.0,2.2,173.7,90817,9445500,8,2388,1364,17276,21.77,3633,5539,-1754
-122.317375,47.663360,247.4,2.3,182.1,90817,9445600,8,-200,-148,14748,21.72,-1443,-3889,2503
-122.317375,47.663352,246.4,2.2,183.3,90817,9445700,8,4996,-696,16872,21.68,-2669,291,2462
-122.317375,47.663341,245.4,2.4,186.0,90817,9445800,8,4528,-1380,19256,21.68,-3117,-1022,4420
-122.317375,47.663337,244.1,2.2,183.6,90817,9445900,8,3172,24,17876,21.77,115,392,1351
-122.317375,47.663318,241.8,2.0,177.4,90817,9450100,8,1676,116,17468,21.77,-1227,735,1983
-122.317367,47.663307,240.2,2.0,177.4,90817,9450200,8,3120,184,16072,21.68,-1603,3303,3389
-122.317367,47.663295,239.2,2.3,177.1,90817,9450300,8,1108,-1852,13968,21.68,3197,753,-2821
-122.317367,47.663284,238.5,2.2,178.3,90817,9450400,8,2848,-1528,13692,21.72,949,-2191,-2877
-122.317367,47.663272,237.5,2.2,180.8,90817,9450500,8,396,-2896,16532,21.77,1955,-834,-2401
-122.317367,47.663261,236.5,2.2,182.6,90817,9450600,8,724,-4592,16540,21.77,-1878,2994,-1940
-122.317367,47.663249,235.9,2.4,181.1,90817,9450700,8,280,-2372,13348,21.68,-5077,1854,4611
-122.317367,47.663238,235.9,2.1,181.6,90817,9450800,8,1228,-1348,11620,21.68,-3642,118,3382
-122.317367,47.663227,235.2,2.7,185.6,90817,9450900,8,3108,-2056,16632,21.68,-6640,-744,5002
-122.317367,47.663219,234.3,2.3,187.0,90817,9451000,8,1728,592,18072,21.68,-4156,-847,5132
-122.317359,47.663204,232.9,2.7,183.6,90817,9451100,8,2740,1616,16568,21.58,3369,3513,2165
-122.317359,47.663188,232.0,2.5,181.3,90817,9451200,8,3388,24,12960,21.63,2888,-2737,1709
-122.317359,47.663177,231.0,2.8,163.1,90817,9451300,8,3856,-104,14432,21.72,321,-883,1668
-122.317352,47.663166,230.3,2.8,148.2,90817,9451400,8,5612,-832,19556,21.68,-2155,-369,1493
-122.317337,47.663158,230.0,2.1,142.4,90817,9451500,8,324,-348,14304,21.63,2698,946,1687
-122.317329,47.663154,229.7,1.1,129.8,90817,9451600,9,3832,-1216,13200,21.68,539,1977,1867
-122.317314,47.663154,229.7,1.7,94.7,90817,9451700,8,2560,-1088,14024,21.63,-229,-1811,1911
-122.317298,47.663150,229.3,2.1,88.1,90817,9451800,8,-536,-3396,15748,21.63,2780,-3044,1342
-122.317283,47.663150,229.0,2.1,91.1,90817,9451900,9,1216,-3572,17276,21.54,531,1528,1703
-122.317245,47.663146,228.0,2.0,90.1,90817,9452100,7,912,-5512,16816,21.63,-1881,1438,5020
-122.317230,47.663146,228.0,2.0,90.1,90817,9452200,7,328,-6696,17000,21.58,608,1388,1513
-122.317214,47.663146,228.0,2.3,91.1,90817,9452300,6,3472,-3904,17020,21.54,-4205,1854,4491
-122.317199,47.663146,227.4,2.3,89.2,90817,9452400,9,1880,-1328,14072,21.58,-4774,2661,788
-122.317176,47.663146,227.0,2.4,85.9,90817,9452500,8,4356,532,15488,21.58,-4174,-1542,526
-122.317161,47.663146,226.7,2.3,89.1,90817,9452600,8,2948,-592,15696,21.54,696,293,-3991
-122.317153,47.663146,226.7,2.0,88.9,90817,9452700,8,2344,-752,15720,21.58,-205,-227,642
-122.317146,47.663143,226.0,1.4,97.1,90817,9452800,8,1928,-752,14616,21.54,-380,932,275
-122.317146,47.663143,225.4,1.1,92.5,90817,9452900,8,1552,-1024,15688,21.63,-2432,-1783,2053
-122.317138,47.663143,225.1,0.8,110.7,90817,9453000,9,3720,328,15776,21.54,-418,241,398
-122.317138,47.663143,224.7,0.6,95.6,90817,9453100,7,3044,-1144,15860,21.44,56,-352,611
-122.317138,47.663143,225.1,0.5,80.4,90817,9453200,7,3144,-1056,15612,21.54,-226,372,83
-122.317138,47.663143,225.1,0.2,69.3,90817,9453300,6,2972,-1012,15752,21.39,61,-69,233
-122.317131,47.663143,225.4,0.2,66.2,90817,9453400,6,3412,-1092,15792,21.58,-92,124,101
-122.317131,47.663146,225.4,0.4,55.0,90817,9453500,6,3340,-1200,15580,21.39,-314,38,184
-122.317131,47.663146,225.4,0.3,60.2,90817,9453600,6,3572,-1248,15652,21.49,67,368,296
-122.317123,47.663146,225.1,0.3,68.5,90817,9453700,8,3288,-1036,15496,21.44,307,-139,-59
-122.317123,47.663146,225.1,0.1,76.2,90817,9453800,7,3204,-1032,15484,21.44,-933,754,466
-122.317123,47.663146,225.1,0.1,49.9,90817,9453900,8,2856,-1288,15696,21.39,-764,360,2496
-122.317123,47.663146,225.1,0.3,305.3,90817,9454000,7,3320,-232,16008,21.39,251,-219,4051
-122.317123,47.663150,225.1,0.3,305.3,90817,9454200,7,3656,-620,15640,21.35,-346,140,-391
-122.317123,47.663150,225.1,0.2,43.3,90817,9454300,7,3588,-656,15504,21.35,-419,127,239
-122.317123,47.663150,225.1,0.1,43.0,90817,9454400,6,3184,-1040,15688,21.35,-179,-43,-1233
